     Radius(Au)   SIGMA(gcm-2)    Omega(yr-1)     Nu(cm2s-1)        Tmid(K)         Tef(K)        Cs(m/s)          H(AU)      RO(gcm-3)   Pg(gcm-1s-2)            TAU     Vrad(cm/s)    Vturb(cm/s)     MFre_P(cm)        Q_Toomr          VDisk OPTIC Drag_
  3.2575771E+02  1.2329584E-06  7.5213570E-04  3.2642682E+17  1.6436276E+01  1.6436276E+01  2.4923425E+02  8.7314587E+01  4.7069585E-22  3.6645086E-13  3.3308517E-08 -3.0482557E+02  8.8961932E+03  0.0000000E+00  2.2997353E+06  0.0000000E+00     1     0
  3.2859617E+02  9.6440517E-07  7.4241120E-04  3.3059202E+17  1.6430784E+01  1.6430784E+01  2.4919260E+02  8.8443499E+01  3.6347317E-22  2.8288022E-13  2.6036110E-08 -3.0017493E+02  8.8947067E+03  0.0000000E+00  2.9016331E+06  0.0000000E+00     1     0
  3.3144694E+02  7.3966849E-07  7.3285362E-04  3.3479337E+17  1.6425382E+01  1.6425382E+01  2.4915163E+02  8.9582215E+01  2.7522892E-22  2.1413196E-13  1.9955752E-08 -2.9418348E+02  8.8932444E+03  0.0000000E+00  3.7339304E+06  0.0000000E+00     1     0
  3.3431002E+02  5.5361714E-07  7.2345939E-04  3.3903101E+17  1.6420069E+01  1.6420069E+01  2.4911134E+02  9.0730775E+01  2.0339190E-22  1.5819056E-13  1.4926552E-08 -2.8638238E+02  8.8918060E+03  0.0000000E+00  4.9240277E+06  0.0000000E+00     1     0
  3.3718542E+02  4.0166903E-07  7.1422504E-04  3.4330511E+17  1.6414843E+01  1.6414843E+01  2.4907169E+02  9.1889225E+01  1.4570770E-22  1.1328990E-13  1.0822855E-08 -2.7605799E+02  8.8903909E+03  0.0000000E+00  6.6990537E+06  0.0000000E+00     1     0
  3.4007313E+02  2.7973510E-07  7.0514719E-04  3.4761582E+17  1.6409703E+01  1.6409703E+01  2.4903269E+02  9.3057604E+01  1.0020141E-22  7.7883685E-14  7.5326604E-09 -2.6207373E+02  8.8889987E+03  0.0000000E+00  9.4953621E+06  0.0000000E+00     1     0
  3.4297315E+02  1.8417125E-07  6.9622252E-04  3.5196330E+17  1.6404646E+01  1.6404646E+01  2.4899431E+02  9.4235957E+01  6.5145428E-23  5.0620069E-14  4.9562767E-09 -2.4251934E+02  8.8876289E+03  0.0000000E+00  1.4237640E+07  0.0000000E+00     1     0
  3.4588549E+02  1.1173777E-07  6.8744783E-04  3.5634771E+17  1.6399670E+01  1.6399670E+01  2.4895655E+02  9.5424326E+01  3.9031895E-23  3.0319825E-14  3.0051782E-09 -2.1397494E+02  8.8862810E+03  0.0000000E+00  2.3167846E+07  0.0000000E+00     1     0
  3.4881014E+02  5.9563783E-08  6.7881997E-04  3.6076920E+17  1.6394775E+01  1.6394775E+01  2.4891939E+02  9.6622754E+01  2.0548570E-23  1.5957285E-14  1.6010069E-09 -1.6993693E+02  8.8849548E+03  0.0000000E+00  4.2909498E+07  0.0000000E+00     1     0
  3.5174710E+02  2.5112166E-08  6.7033589E-04  3.6522794E+17  1.6389959E+01  1.6389959E+01  2.4888283E+02  9.7831283E+01  8.5562837E-24  6.6425523E-15  6.7459002E-10 -9.8944379E+01  8.8836496E+03  0.0000000E+00  1.0049063E+08  0.0000000E+00     1     0
  3.5469637E+02  6.1389111E-09  6.6199261E-04  3.6972407E+17  1.6385220E+01  1.6385220E+01  2.4884684E+02  9.9049956E+01  2.0659310E-24  1.6033931E-15  1.6481468E-10 -4.2505700E+01  8.8823651E+03  0.0000000E+00  4.0589742E+08  0.0000000E+00     1     0
  3.5765796E+02  6.4204213E-10  6.5378721E-04  3.7425777E+17  1.6380556E+01  1.6380556E+01  2.4881142E+02  1.0027881E+02  2.1341900E-25  1.6558983E-16  1.7227442E-11 -4.2775092E+01  8.8811010E+03  0.0000000E+00  3.8323536E+09  0.0000000E+00     1     0
  3.6063186E+02  6.7296964E-11  6.4571686E-04  3.7882917E+17  1.6375967E+01  1.6375967E+01  2.4877657E+02  1.0151790E+02  2.2096912E-26  1.7139986E-17  1.8047180E-12 -4.2994048E+01  8.8798567E+03  0.0000000E+00  3.6105926E+10  0.0000000E+00     1     0
  3.6361807E+02  7.0610251E-12  6.3777879E-04  3.8343845E+17  1.6371450E+01  1.6371450E+01  2.4874226E+02  1.0276726E+02  2.2902965E-27  1.7760320E-18  1.8925268E-13 -4.3230388E+01  8.8786320E+03  0.0000000E+00  3.3983980E+11  0.0000000E+00     1     0
  3.6661659E+02  7.4190913E-13  6.2997031E-04  3.8808576E+17  1.6367004E+01  1.6367004E+01  2.4870848E+02  1.0402694E+02  2.3772982E-28  1.8429977E-19  1.9874175E-14 -4.3451553E+01  8.8774265E+03  0.0000000E+00  3.1943487E+12  0.0000000E+00     1     0
  3.6962743E+02  7.8034489E-14  6.2228878E-04  3.9277126E+17  1.6362629E+01  1.6362629E+01  2.4867523E+02  1.0529697E+02  2.4702988E-29  1.9145843E-20  2.0892612E-15 -4.3672660E+01  8.8762397E+03  0.0000000E+00  2.9995788E+13  0.0000000E+00     1     0
  3.7265058E+02  8.2161882E-15  6.1473162E-04  3.9749510E+17  1.6358321E+01  1.6358321E+01  2.4864250E+02  1.0657740E+02  2.5697094E-30  1.9911074E-21  2.1986082E-16 -4.3886358E+01  8.8750714E+03  0.0000000E+00  2.8139275E+14  0.0000000E+00     1     0
  3.7568604E+02  8.6581359E-16  6.0729634E-04  4.0225744E+17  1.6354081E+01  1.6354081E+01  2.4861028E+02  1.0786827E+02  2.6755276E-31  2.0725620E-22  2.3156702E-17 -4.4096303E+01  8.8739211E+03  0.0000000E+00  2.6376533E+15  0.0000000E+00     1     0
  3.7873382E+02  9.1307852E-17  5.9998049E-04  4.0705845E+17  1.6349907E+01  1.6349907E+01  2.4857855E+02  1.0916962E+02  2.7879505E-32  2.1590977E-23  2.4408367E-18 -4.4301438E+01  8.8727886E+03  0.0000000E+00  2.4706715E+16  0.0000000E+00     1     0
  3.8179391E+02  9.6354333E-18  5.9278167E-04  4.1189826E+17  1.6345798E+01  1.6345798E+01  2.4854731E+02  1.1048151E+02  2.9071029E-33  2.2508081E-24  2.5744444E-19 -4.4503866E+01  8.8716735E+03  0.0000000E+00  2.3128898E+17  0.0000000E+00     1     0
  3.8486631E+02  1.0173834E-18  5.8569756E-04  4.1677706E+17  1.6341752E+01  1.6341752E+01  2.4851655E+02  1.1180396E+02  3.0332362E-34  2.3478848E-25  2.7169516E-20 -4.4705663E+01  8.8705755E+03  0.0000000E+00  2.1640457E+18  0.0000000E+00     1     0
  3.8795102E+02  1.0748301E-19  5.7872589E-04  4.2169498E+17  1.6337769E+01  1.6337769E+01  2.4848625E+02  1.1313702E+02  3.1667504E-35  2.4506343E-26  2.8689654E-21 -4.4911296E+01  8.8694942E+03  0.0000000E+00  2.0237544E+19  0.0000000E+00     1     0
  3.9104805E+02  1.1362439E-20  5.7186442E-04  4.2665219E+17  1.6333846E+01  1.6333846E+01  2.4845642E+02  1.1448074E+02  3.3083989E-36  2.5596363E-27  3.0314365E-22 -4.5127686E+01  8.8684294E+03  0.0000000E+00  1.8914467E+20  0.0000000E+00     1     0
  3.9415739E+02  1.2022112E-21  5.6511099E-04  4.3164884E+17  1.6329983E+01  1.6329983E+01  2.4842704E+02  1.1583516E+02  3.4595459E-37  2.6759425E-28  3.2059167E-23 -4.5365598E+01  8.8673807E+03  0.0000000E+00  1.7663396E+21  0.0000000E+00     1     0
  3.9727904E+02  1.2737083E-22  5.5846348E-04  4.3668510E+17  1.6326179E+01  1.6326179E+01  2.4839810E+02  1.1720032E+02  3.6225963E-38  2.8014084E-29  3.3949947E-24 -4.5640059E+01  8.8663478E+03  0.0000000E+00  1.6473863E+22  0.0000000E+00     1     0
  4.0041300E+02  1.3523266E-23  5.5191983E-04  4.4176112E+17  1.6322433E+01  1.6322433E+01  2.4836960E+02  1.1857626E+02  3.8015667E-39  2.9391344E-30  3.6028932E-25 -4.5969852E+01  8.8653305E+03  0.0000000E+00  1.5332579E+23  0.0000000E+00     1     0
  4.0355928E+02  1.4405533E-24  5.4547801E-04  4.4687706E+17  1.6318743E+01  1.6318743E+01  2.4834153E+02  1.1996302E+02  4.0027705E-40  3.0939931E-31  3.8362134E-26 -4.6374559E+01  8.8643285E+03  0.0000000E+00  1.4223930E+24  0.0000000E+00     1     0
  4.0671787E+02  1.5420529E-25  5.3913605E-04  4.5203306E+17  1.6315109E+01  1.6315109E+01  2.4831387E+02  1.2136065E+02  4.2354555E-41  3.2731208E-32  4.1046794E-27 -4.6868708E+01  8.8633414E+03  0.0000000E+00  1.3131745E+25  0.0000000E+00     1     0
  4.0988877E+02  1.6618591E-26  5.3289203E-04  4.5722931E+17  1.6311529E+01  1.6311529E+01  2.4828663E+02  1.2276919E+02  4.5121500E-42  3.4861827E-33  4.4216417E-28 -4.7453847E+01  8.8623690E+03  0.0000000E+00  1.2042613E+26  0.0000000E+00     1     0
  4.1307199E+02  1.8063652E-27  5.2674405E-04  4.6246593E+17  1.6308003E+01  1.6308003E+01  2.4825979E+02  1.2418869E+02  4.8484426E-43  3.7451997E-34  4.8040457E-29 -4.8112109E+01  8.8614110E+03  0.0000000E+00  1.0950220E+27  0.0000000E+00     1     0
  4.1626752E+02  1.9830519E-28  5.2069028E-04  4.6774311E+17  1.6304530E+01  1.6304530E+01  2.4823335E+02  1.2561918E+02  5.2620732E-44  4.0638446E-35  5.2716994E-30 -4.8813056E+01  8.8604672E+03  0.0000000E+00  9.8588867E+27  0.0000000E+00     1     0
  4.1947536E+02  2.2003136E-29  5.1472893E-04  4.7306099E+17  1.6301108E+01  1.6301108E+01  2.4820730E+02  1.2706071E+02  5.7723420E-45  4.4569843E-36  5.8468076E-31 -5.0033625E+01  8.8595373E+03  0.0000000E+00  8.7827580E+28  0.0000000E+00     1     0
  4.2269551E+02  2.4929150E-30  5.0885823E-04  4.7841973E+17  1.6297736E+01  1.6297736E+01  2.4818163E+02  1.2851332E+02  6.4660355E-46  4.9915716E-37  6.6215861E-32 -8.8909475E+01  8.8586211E+03  0.0000000E+00  7.6626914E+29  0.0000000E+00     1     0
  4.2592798E+02  4.9999876E-31  5.0307647E-04  4.8381948E+17  1.6294414E+01  1.6294414E+01  2.4815634E+02  1.2997705E+02  1.2822745E-46  9.8967296E-38  1.3275364E-32 -4.4496726E+02  8.8577183E+03  0.0000000E+00  3.7767028E+30  0.0000000E+00     1     0
  4.2917276E+02  4.9999874E-31  4.9738197E-04  4.8926041E+17  1.6291141E+01  1.6291141E+01  2.4813142E+02  1.3145194E+02  1.2678873E-46  9.7837219E-38  1.3270031E-32 -4.4664612E+02  8.8568287E+03  0.0000000E+00  3.7335781E+30  0.0000000E+00     1     0
  4.3242985E+02  4.9999872E-31  4.9177309E-04  4.9474267E+17  1.6287916E+01  1.6287916E+01  2.4810685E+02  1.3293805E+02  1.2537136E-46  9.6724348E-38  1.3264777E-32 -4.4832520E+02  8.8559520E+03  0.0000000E+00  3.6911101E+30  0.0000000E+00     1     0
  4.3569925E+02  4.9999869E-31  4.8624823E-04  5.0026642E+17  1.6284738E+01  1.6284738E+01  2.4808265E+02  1.3443540E+02  1.2397496E-46  9.5628356E-38  1.3259601E-32 -4.5000448E+02  8.8550880E+03  0.0000000E+00  3.6492861E+30  0.0000000E+00     1     0
  4.3898097E+02  4.9999867E-31  4.8080582E-04  5.0583182E+17  1.6281607E+01  1.6281607E+01  2.4805879E+02  1.3594405E+02  1.2259913E-46  9.4548923E-38  1.3254500E-32 -4.5168396E+02  8.8542364E+03  0.0000000E+00  3.6080941E+30  0.0000000E+00     1     0
  4.4227500E+02  4.9999865E-31  4.7544432E-04  5.1143901E+17  1.6278520E+01  1.6278520E+01  2.4803528E+02  1.3746403E+02  1.2124351E-46  9.3485736E-38  1.3249475E-32 -4.5336364E+02  8.8533972E+03  0.0000000E+00  3.5675220E+30  0.0000000E+00     1     0
  4.4558134E+02  4.9999863E-31  4.7016225E-04  5.1708817E+17  1.6275478E+01  1.6275478E+01  2.4801210E+02  1.3899540E+02  1.1990772E-46  9.2438490E-38  1.3244523E-32 -4.5504352E+02  8.8525699E+03  0.0000000E+00  3.5275582E+30  0.0000000E+00     1     0
  4.4890000E+02  4.9999860E-31  4.6495813E-04  5.2277944E+17  1.6272480E+01  1.6272480E+01  2.4798926E+02  1.4053818E+02  1.1859141E-46  9.1406885E-38  1.3239644E-32 -4.5672359E+02  8.8517545E+03  0.0000000E+00  3.4881913E+30  0.0000000E+00     1     0
  4.5223097E+02  4.9999858E-31  4.5983054E-04  5.2851299E+17  1.6269525E+01  1.6269525E+01  2.4796674E+02  1.4209242E+02  1.1729422E-46  9.0390629E-38  1.3234835E-32 -4.5840385E+02  8.8509508E+03  0.0000000E+00  3.4494101E+30  0.0000000E+00     1     0
  4.5557425E+02  4.9999855E-31  4.5477806E-04  5.3428897E+17  1.6266612E+01  1.6266612E+01  2.4794454E+02  1.4365817E+02  1.1601580E-46  8.9389437E-38  1.3230095E-32 -4.6008430E+02  8.8501584E+03  0.0000000E+00  3.4112038E+30  0.0000000E+00     1     0
  4.5892984E+02  4.9999853E-31  4.4979933E-04  5.4010754E+17  1.6263741E+01  1.6263741E+01  2.4792266E+02  1.4523547E+02  1.1475583E-46  8.8403030E-38  1.3225424E-32 -4.6176493E+02  8.8493772E+03  0.0000000E+00  3.3735617E+30  0.0000000E+00     1     0
  4.6229775E+02  4.9999851E-31  4.4489301E-04  5.4596885E+17  1.6260910E+01  1.6260910E+01  2.4790108E+02  1.4682436E+02  1.1351397E-46  8.7431135E-38  1.3220821E-32 -4.6344574E+02  8.8486071E+03  0.0000000E+00  3.3364734E+30  0.0000000E+00     1     0
  4.6567797E+02  4.9999848E-31  4.4005779E-04  5.5187306E+17  1.6258120E+01  1.6258120E+01  2.4787981E+02  1.4842489E+02  1.1228990E-46  8.6473484E-38  1.3216283E-32 -4.6512672E+02  8.8478478E+03  0.0000000E+00  3.2999286E+30  0.0000000E+00     1     0
  4.6907050E+02  4.9999846E-31  4.3529239E-04  5.5782033E+17  1.6255368E+01  1.6255368E+01  2.4785884E+02  1.5003709E+02  1.1108330E-46  8.5529817E-38  1.3211809E-32 -4.6680789E+02  8.8470991E+03  0.0000000E+00  3.2639175E+30  0.0000000E+00     1     0
  4.7247535E+02  4.9999843E-31  4.3059554E-04  5.6381082E+17  1.6252656E+01  1.6252656E+01  2.4783815E+02  1.5166101E+02  1.0989387E-46  8.4599878E-38  1.3207400E-32 -4.6848922E+02  8.8463609E+03  0.0000000E+00  3.2284303E+30  0.0000000E+00     1     0
  4.7589250E+02  4.9999841E-31  4.2596602E-04  5.6984468E+17  1.6249981E+01  1.6249981E+01  2.4781776E+02  1.5329668E+02  1.0872129E-46  8.3683418E-38  1.3203052E-32 -4.7017073E+02  8.8456330E+03  0.0000000E+00  3.1934574E+30  0.0000000E+00     1     0
  4.7932197E+02  4.9999838E-31  4.2140264E-04  5.7592207E+17  1.6247344E+01  1.6247344E+01  2.4779765E+02  1.5494417E+02  1.0756528E-46  8.2780192E-38  1.3198767E-32 -4.7185240E+02  8.8449152E+03  0.0000000E+00  3.1589896E+30  0.0000000E+00     1     0
  4.8276376E+02  4.9999836E-31  4.1690420E-04  5.8204315E+17  1.6244743E+01  1.6244743E+01  2.4777782E+02  1.5660349E+02  1.0642554E-46  8.1889962E-38  1.3194541E-32 -4.7353424E+02  8.8442073E+03  0.0000000E+00  3.1250177E+30  0.0000000E+00     1     0
  4.8621785E+02  4.9999833E-31  4.1246956E-04  5.8820808E+17  1.6242179E+01  1.6242179E+01  2.4775826E+02  1.5827471E+02  1.0530179E-46  8.1012494E-38  1.3190375E-32 -4.7521623E+02  8.8435092E+03  0.0000000E+00  3.0915327E+30  0.0000000E+00     1     0
  4.8968426E+02  4.9999831E-31  4.0809760E-04  5.9441700E+17  1.6239650E+01  1.6239650E+01  2.4773897E+02  1.5995786E+02  1.0419376E-46  8.0147559E-38  1.3186267E-32 -4.7689839E+02  8.8428206E+03  0.0000000E+00  3.0585261E+30  0.0000000E+00     1     0
  4.9316298E+02  4.9999828E-31  4.0378720E-04  6.0067008E+17  1.6237156E+01  1.6237156E+01  2.4771994E+02  1.6165298E+02  1.0310116E-46  7.9294933E-38  1.3182216E-32 -4.7858071E+02  8.8421415E+03  0.0000000E+00  3.0259892E+30  0.0000000E+00     1     0
  4.9665402E+02  4.9999826E-31  3.9953730E-04  6.0696748E+17  1.6234696E+01  1.6234696E+01  2.4770118E+02  1.6336012E+02  1.0202373E-46  7.8454397E-38  1.3178221E-32 -4.8026318E+02  8.8414717E+03  0.0000000E+00  2.9939136E+30  0.0000000E+00     1     0
  5.0015736E+02  4.9999823E-31  3.9534683E-04  6.1330934E+17  1.6232269E+01  1.6232269E+01  2.4768267E+02  1.6507931E+02  1.0096121E-46  7.7625738E-38  1.3174282E-32 -4.8194580E+02  8.8408110E+03  0.0000000E+00  2.9622913E+30  0.0000000E+00     1     0
  5.0367302E+02  4.9999821E-31  3.9121475E-04  6.1969584E+17  1.6229876E+01  1.6229876E+01  2.4766441E+02  1.6681061E+02  9.9913351E-47  7.6808744E-38  1.3170397E-32 -4.8362857E+02  8.8401592E+03  0.0000000E+00  2.9311142E+30  0.0000000E+00     1     0
  5.0720099E+02  4.9999818E-31  3.8714006E-04  6.2612712E+17  1.6227515E+01  1.6227515E+01  2.4764640E+02  1.6855405E+02  9.8879891E-47  7.6003212E-38  1.3166565E-32 -4.8531150E+02  8.8395163E+03  0.0000000E+00  2.9003744E+30  0.0000000E+00     1     0
  5.1074128E+02  4.9999816E-31  3.8312176E-04  6.3260335E+17  1.6225187E+01  1.6225187E+01  2.4762863E+02  1.7030968E+02  9.7860589E-47  7.5208939E-38  1.3162786E-32 -4.8699456E+02  8.8388820E+03  0.0000000E+00  2.8700643E+30  0.0000000E+00     1     0
  5.1429388E+02  4.9999813E-31  3.7915887E-04  6.3912467E+17  1.6222889E+01  1.6222889E+01  2.4761110E+02  1.7207753E+02  9.6855203E-47  7.4425730E-38  1.3159058E-32 -4.8867777E+02  8.8382563E+03  0.0000000E+00  2.8401764E+30  0.0000000E+00     1     0
  5.1785879E+02  4.9999810E-31  3.7525046E-04  6.4569125E+17  1.6220623E+01  1.6220623E+01  2.4759380E+02  1.7385766E+02  9.5863499E-47  7.3653391E-38  1.3155381E-32 -4.9036113E+02  8.8376389E+03  0.0000000E+00  2.8107033E+30  0.0000000E+00     1     0
  5.2143601E+02  4.9999808E-31  3.7139558E-04  6.5230324E+17  1.6218387E+01  1.6218387E+01  2.4757673E+02  1.7565010E+02  9.4885245E-47  7.2891735E-38  1.3151754E-32 -4.9204462E+02  8.8370298E+03  0.0000000E+00  2.7816378E+30  0.0000000E+00     1     0
  5.2502555E+02  4.9999805E-31  3.6759331E-04  6.5896081E+17  1.6216181E+01  1.6216181E+01  2.4755990E+02  1.7745489E+02  9.3920214E-47  7.2140576E-38  1.3148175E-32 -4.9372825E+02  8.8364288E+03  0.0000000E+00  2.7529729E+30  0.0000000E+00     1     0
  5.2862740E+02  4.9999802E-31  3.6384278E-04  6.6566410E+17  1.6214005E+01  1.6214005E+01  2.4754328E+02  1.7927209E+02  9.2968185E-47  7.1399733E-38  1.3144645E-32 -4.9541201E+02  8.8358357E+03  0.0000000E+00  2.7247018E+30  0.0000000E+00     1     0
  5.3224156E+02  4.9999800E-31  3.6014309E-04  6.7241327E+17  1.6211857E+01  1.6211857E+01  2.4752689E+02  1.8110172E+02  9.2028941E-47  7.0669030E-38  1.3141163E-32 -4.9709591E+02  8.8352505E+03  0.0000000E+00  2.6968175E+30  0.0000000E+00     1     0
  5.3586803E+02  4.9999797E-31  3.5649339E-04  6.7920849E+17  1.6209738E+01  1.6209738E+01  2.4751071E+02  1.8294384E+02  9.1102267E-47  6.9948292E-38  1.3137727E-32 -4.9877994E+02  8.8346730E+03  0.0000000E+00  2.6693136E+30  0.0000000E+00     1     0
  5.3950682E+02  4.9999794E-31  3.5289284E-04  6.8604990E+17  1.6207647E+01  1.6207647E+01  2.4749474E+02  1.8479849E+02  9.0187956E-47  6.9237351E-38  1.3134336E-32 -5.0046409E+02  8.8341032E+03  0.0000000E+00  2.6421835E+30  0.0000000E+00     1     0
  5.4315792E+02  4.9999792E-31  3.4934062E-04  6.9293767E+17  1.6205583E+01  1.6205583E+01  2.4747899E+02  1.8666570E+02  8.9285802E-47  6.8536040E-38  1.3130991E-32 -5.0214838E+02  8.8335407E+03  0.0000000E+00  2.6154208E+30  0.0000000E+00     1     0
  5.4682133E+02  4.9999789E-31  3.4583591E-04  6.9987195E+17  1.6203546E+01  1.6203546E+01  2.4746343E+02  1.8854553E+02  8.8395606E-47  6.7844195E-38  1.3127690E-32 -5.0383279E+02  8.8329857E+03  0.0000000E+00  2.5890194E+30  0.0000000E+00     1     0
  5.5049705E+02  4.9999786E-31  3.4237793E-04  7.0685290E+17  1.6201536E+01  1.6201536E+01  2.4744809E+02  1.9043801E+02  8.7517169E-47  6.7161657E-38  1.3124433E-32 -5.0551733E+02  8.8324378E+03  0.0000000E+00  2.5629732E+30  0.0000000E+00     1     0
  5.5418509E+02  4.9999784E-31  3.3896589E-04  7.1388068E+17  1.6199553E+01  1.6199553E+01  2.4743294E+02  1.9234319E+02  8.6650299E-47  6.6488270E-38  1.3121219E-32 -5.0720199E+02  8.8318971E+03  0.0000000E+00  2.5372762E+30  0.0000000E+00     1     0
  5.5788544E+02  4.9999781E-31  3.3559904E-04  7.2095543E+17  1.6197595E+01  1.6197595E+01  2.4741798E+02  1.9426110E+02  8.5794807E-47  6.5823879E-38  1.3118046E-32 -5.0888677E+02  8.8313633E+03  0.0000000E+00  2.5119225E+30  0.0000000E+00     1     0
  5.6159811E+02  4.9999778E-31  3.3227664E-04  7.2807733E+17  1.6195662E+01  1.6195662E+01  2.4740322E+02  1.9619180E+02  8.4950508E-47  6.5168336E-38  1.3114916E-32 -5.1057167E+02  8.8308365E+03  0.0000000E+00  2.4869064E+30  0.0000000E+00     1     0
  5.6532308E+02  4.9999775E-31  3.2899794E-04  7.3524652E+17  1.6193755E+01  1.6193755E+01  2.4738865E+02  1.9813531E+02  8.4117220E-47  6.4521493E-38  1.3111826E-32 -5.1225668E+02  8.8303164E+03  0.0000000E+00  2.4622223E+30  0.0000000E+00     1     0
  5.6906037E+02  4.9999773E-31  3.2576224E-04  7.4246316E+17  1.6191872E+01  1.6191872E+01  2.4737427E+02  2.0009170E+02  8.3294764E-47  6.3883205E-38  1.3108776E-32 -5.1394181E+02  8.8298030E+03  0.0000000E+00  2.4378647E+30  0.0000000E+00     1     0
  5.7280997E+02  4.9999770E-31  3.2256883E-04  7.4972742E+17  1.6190013E+01  1.6190013E+01  2.4736007E+02  2.0206099E+02  8.2482965E-47  6.3253331E-38  1.3105766E-32 -5.1562706E+02  8.8292962E+03  0.0000000E+00  2.4138282E+30  0.0000000E+00     1     0
  5.7657189E+02  4.9999767E-31  3.1941703E-04  7.5703944E+17  1.6188178E+01  1.6188178E+01  2.4734605E+02  2.0404324E+02  8.1681653E-47  6.2631732E-38  1.3102794E-32 -5.1731242E+02  8.8287958E+03  0.0000000E+00  2.3901074E+30  0.0000000E+00     1     0
  5.8034611E+02  4.9999764E-31  3.1630615E-04  7.6439938E+17  1.6186366E+01  1.6186366E+01  2.4733221E+02  2.0603848E+02  8.0890658E-47  6.2018273E-38  1.3099861E-32 -5.1899789E+02  8.8283017E+03  0.0000000E+00  2.3666973E+30  0.0000000E+00     1     0
  5.8413265E+02  4.9999762E-31  3.1323554E-04  7.7180740E+17  1.6184578E+01  1.6184578E+01  2.4731855E+02  2.0804675E+02  8.0109816E-47  6.1412821E-38  1.3096965E-32 -5.2068347E+02  8.8278140E+03  0.0000000E+00  2.3435927E+30  0.0000000E+00     1     0
  5.8793151E+02  4.9999759E-31  3.1020454E-04  7.7926367E+17  1.6182812E+01  1.6182812E+01  2.4730505E+02  2.1006811E+02  7.9338965E-47  6.0815244E-38  1.3094107E-32 -5.2236915E+02  8.8273324E+03  0.0000000E+00  2.3207887E+30  0.0000000E+00     1     0
  5.9174267E+02  4.9999756E-31  3.0721253E-04  7.8676832E+17  1.6181068E+01  1.6181068E+01  2.4729173E+02  2.1210258E+02  7.8577946E-47  6.0225415E-38  1.3091285E-32 -5.2405494E+02  8.8268568E+03  0.0000000E+00  2.2982803E+30  0.0000000E+00     1     0
  5.9556615E+02  4.9999753E-31  3.0425887E-04  7.9432153E+17  1.6179347E+01  1.6179347E+01  2.4727857E+02  2.1415022E+02  7.7826603E-47  5.9643208E-38  1.3088498E-32 -5.2574084E+02  8.8263872E+03  0.0000000E+00  2.2760628E+30  0.0000000E+00     1     0
  5.9940194E+02  4.9999750E-31  3.0134295E-04  8.0192344E+17  1.6177647E+01  1.6177647E+01  2.4726558E+02  2.1621107E+02  7.7084784E-47  5.9068501E-38  1.3085747E-32 -5.2742684E+02  8.8259235E+03  0.0000000E+00  2.2541314E+30  0.0000000E+00     1     0
  6.0325004E+02  4.9999748E-31  2.9846418E-04  8.0957422E+17  1.6175968E+01  1.6175968E+01  2.4725275E+02  2.1828516E+02  7.6352338E-47  5.8501171E-38  1.3083031E-32 -5.2911295E+02  8.8254656E+03  0.0000000E+00  2.2324817E+30  0.0000000E+00     1     0
  6.0711046E+02  4.9999745E-31  2.9562196E-04  8.1727401E+17  1.6174311E+01  1.6174311E+01  2.4724009E+02  2.2037255E+02  7.5629119E-47  5.7941103E-38  1.3080349E-32 -5.3079915E+02  8.8250134E+03  0.0000000E+00  2.2111090E+30  0.0000000E+00     1     0
  6.1098319E+02  4.9999742E-31  2.9281571E-04  8.2502299E+17  1.6172673E+01  1.6172673E+01  2.4722757E+02  2.2247327E+02  7.4914981E-47  5.7388178E-38  1.3077701E-32 -5.3248545E+02  8.8245668E+03  0.0000000E+00  2.1900089E+30  0.0000000E+00     1     0
  6.1486823E+02  4.9999739E-31  2.9004486E-04  8.3282130E+17  1.6171057E+01  1.6171057E+01  2.4721522E+02  2.2458736E+02  7.4209784E-47  5.6842283E-38  1.3075086E-32 -5.3417185E+02  8.8241257E+03  0.0000000E+00  2.1691770E+30  0.0000000E+00     1     0
  6.1876558E+02  4.9999736E-31  2.8730887E-04  8.4066910E+17  1.6169460E+01  1.6169460E+01  2.4720301E+02  2.2671488E+02  7.3513388E-47  5.6303306E-38  1.3072503E-32 -5.3585835E+02  8.8236901E+03  0.0000000E+00  2.1486092E+30  0.0000000E+00     1     0
  6.2267525E+02  4.9999733E-31  2.8460718E-04  8.4856655E+17  1.6167883E+01  1.6167883E+01  2.4719096E+02  2.2885585E+02  7.2825657E-47  5.5771139E-38  1.3069953E-32 -5.3754495E+02  8.8232598E+03  0.0000000E+00  2.1283013E+30  0.0000000E+00     1     0
  6.2659723E+02  4.9999731E-31  2.8193926E-04  8.5651381E+17  1.6166326E+01  1.6166326E+01  2.4717905E+02  2.3101033E+02  7.2146457E-47  5.5245673E-38  1.3067434E-32 -5.3923163E+02  8.8228348E+03  0.0000000E+00  2.1082490E+30  0.0000000E+00     1     0
  6.3053152E+02  4.9999728E-31  2.7930458E-04  8.6451103E+17  1.6164787E+01  1.6164787E+01  2.4716729E+02  2.3317835E+02  7.1475656E-47  5.4726803E-38  1.3064946E-32 -5.4091842E+02  8.8224150E+03  0.0000000E+00  2.0884485E+30  0.0000000E+00     1     0
  6.3447813E+02  4.9999725E-31  2.7670262E-04  8.7255837E+17  1.6163268E+01  1.6163268E+01  2.4715567E+02  2.3535997E+02  7.0813125E-47  5.4214426E-38  1.3062489E-32 -5.4260529E+02  8.8220003E+03  0.0000000E+00  2.0688957E+30  0.0000000E+00     1     0
